file_path,label
/home/dczhang/anormaly_detection/images/normal/TTC_5_195.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_1_85.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_5_244.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_6_47.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_1_130.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_7_57.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_5_149.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_2_25.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_2_59.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_3_27.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_5_209.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_1_109.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_6_17.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_1_19.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_0_3.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_2_46.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_2_5.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_5_252.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_1_38.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_7_10.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_2_86.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_4_38.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_7_25.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_5_231.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_5_28.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_7_20.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_6_5.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_5_144.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_1_66.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_1_97.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_3_77.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_3_129.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_5_232.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_3_112.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_1_98.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_5_148.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_6_32.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_5_46.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_5_93.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_1_11.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_2_57.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_5_114.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_1_45.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_7_30.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_3_72.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_3_140.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_5_52.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_0_58.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_5_38.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_1_112.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_1_86.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_6_97.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_2_90.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_7_55.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_4_21.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_6_59.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_1_147.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_5_82.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_3_96.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_4_58.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_5_13.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_0_70.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_3_11.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_6_35.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_2_60.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_3_9.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_6_105.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_2_29.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_1_74.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_6_57.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_3_111.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_5_130.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_5_49.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_6_33.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_6_129.jpg,0
