Prediction accuracy: 100.000000
Average loss: 0.002205
[Predicted Label, GT Label, Image Name]
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_4_59.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_1_151.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_4_28.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_6_126.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_2_28.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_0_56.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_5_172.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_3_141.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_3_74.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_3_139.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_3_85.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_3_100.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_3_130.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_3_90.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_5_111.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_1_99.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_5_186.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_7_32.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_5_243.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_5_262.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_2_62.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_0_14.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_0_79.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_1_32.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_4_55.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_5_224.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_3_117.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_1_103.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_1_148.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_5_222.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_2_84.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_5_180.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_3_150.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_5_21.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_3_45.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_4_60.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_3_161.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_6_27.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_5_138.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_5_189.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_2_87.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_4_7.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_7_0.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_3_89.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_5_168.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_5_115.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_7_2.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_2_79.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_6_107.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_0_26.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_0_34.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_6_51.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_5_215.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_3_80.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_2_18.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_0_115.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_5_35.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_5_87.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_5_81.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_3_54.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_7_21.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_3_0.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_5_24.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_4_19.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_7_17.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_3_149.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_4_17.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_6_26.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_5_102.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_7_67.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_1_59.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_5_150.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_0_82.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_6_156.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_1_127.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_0_0.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_1_18.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_4_54.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_0_57.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_3_52.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_5_268.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_1_150.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_1_55.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_4_18.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_0_44.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_6_0.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_5_199.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_2_15.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_1_108.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_6_18.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_6_67.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_3_152.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_1_69.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_1_36.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_6_103.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_5_100.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_6_124.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_6_99.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_1_62.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_4_6.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_1_102.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_6_78.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_2_81.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_4_5.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_2_10.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_1_31.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_0_83.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_6_148.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_1_20.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_0_72.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_5_212.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_1_72.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_1_133.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_3_2.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_2_63.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_6_42.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_5_32.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_3_145.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_6_118.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_4_46.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_3_147.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_6_58.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_6_141.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_3_115.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_5_170.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_5_110.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_3_75.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_7_33.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_6_123.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_6_163.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_5_73.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_7_44.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_1_1.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_2_54.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_5_169.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_0_23.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_7_6.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_0_84.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_2_82.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_5_181.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_5_159.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_6_164.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_5_27.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_6_161.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_5_97.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_5_230.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_5_225.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_7_5.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_3_29.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_0_108.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_6_69.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_1_113.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_5_60.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_5_143.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_5_103.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_6_10.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_0_63.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_3_24.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_1_10.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_3_162.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_5_185.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_5_204.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_6_20.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_3_120.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_2_4.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_1_63.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_0_104.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_7_45.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_3_8.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_4_48.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_3_6.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_5_30.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_6_63.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_6_53.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_1_50.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_1_140.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_5_69.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_5_51.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_4_44.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_7_59.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_6_134.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_2_6.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_0_20.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_0_30.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_2_38.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_1_4.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_0_99.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_3_144.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_7_34.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_6_70.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_0_1.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_3_25.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_0_68.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_5_118.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_0_17.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_6_52.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_5_86.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_0_15.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_6_77.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_7_88.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_5_271.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_0_9.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_1_115.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_3_42.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_7_80.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_6_8.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_6_160.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_5_107.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_3_61.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_5_36.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_1_13.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_1_81.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_1_100.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_6_162.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_5_267.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_0_80.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_1_47.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_2_58.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_1_110.jpg
0, 0, /home/dczhang/anormaly_detection/images/normal/TTC_1_28.jpg
